descripcion	canntidad	valor	fecha							
SARDINA TOMATE   	1	6200	13/04/2025							
CHICLE SUPER H   	1	1000	13/04/2025							
AGUILA LATA 35   	2	17900	13/04/2025							
BUDWEISER LATA   	2	13250	13/04/2025							
PONY MALTA 1.5   	1	5400	13/04/2025							
DETODITO BBQ X   	1	13500	13/04/2025							
MARGARINA LA P   	1	1850	13/04/2025							
HIT PET 1.5 SU   	1	5050	13/04/2025							
AREPAS CON QUE   	1	3900	13/04/2025							
MAIZ PIRA COOR   	1	2950	13/04/2025							
CERVEZA CORONI   	1	16800	13/04/2025							
CERVEZA CORONI   	1	16800	13/04/2025							
TRIDENT FRESA/   	4	500	13/04/2025							
TOSTADA GUADAL   	1	7500	13/04/2025							
SALSA B.Q DOY    	1	6250	13/04/2025							
CREMA MAGGI MA   	1	3600	13/04/2025							
HIT PET 1.5 SU   	1	5050	13/04/2025							
CHOCOLATINA SU   	1	2200	13/04/2025							
ATUN VAN CAMPS   	1	16500	13/04/2025							
LECHE COORA DE   	1	4850	13/04/2025							
VIVE 100 ACAI    	1	2500	13/04/2025							
PAPA SUPER RIC   	1	6800	13/04/2025							
PONY MALTA PET   	1	2300	13/04/2025							
TODO RICO CRIO   	1	2800	13/04/2025							
BOLSA FAMILIAR   	1	6450	13/04/2025							
CERVEZA CORONI   	1	16800	13/04/2025							
FRUTTO ALPINA    	1	2900	13/04/2025							
COMPOTA S/J MA   	1	3750	13/04/2025							
HARINA PAN BLA   	1	4100	13/04/2025							
HARINA PAN BLA   	1	4100	13/04/2025							
CREMA DE LECHE   	1	5100	13/04/2025							
SALSINA EL REY   	1	1850	13/04/2025							
COLOR EL REY C   	1	1200	13/04/2025							
CREMA DE LECHE   	1	5100	13/04/2025							
FRUTI?O SURTID   	3	850	13/04/2025							
HUEVO A X 30 U   	3	13800	13/04/2025							
LECHE COORA EN   	1	3450	13/04/2025							
LECHE COORA EN   	1	3450	13/04/2025							
LECHE COORA EN   	1	3450	13/04/2025							
BOLSA PARA EMP   	1	300	13/04/2025							
GOMAS TRULULU    	1	2250	13/04/2025							
CAFE SELLO ROJ   	1	1750	13/04/2025							
HUEVO X 15 UND   	1	8400	13/04/2025							
TAKIS FUEGO X    	1	2950	13/04/2025							
ARROZ FLOR HUI   	1	2300	13/04/2025							
SPARKIES LINEA   	1	200	13/04/2025							
POKER LATA X 3   	1	15950	13/04/2025							
ELECTROLIC SUR   	1	7500	13/04/2025							
LECHE ALQUERIA   	1	6850	13/04/2025							
HUEVO X 15 UND   	1	8400	13/04/2025							
PA?ITOS HUMEDO   	1	5250	13/04/2025							
SPEED MAX PET    	1	1500	13/04/2025							
PANELON TOTUMA   	1	8900	13/04/2025							
HARINA PAN BLA   	1	2350	13/04/2025							
AZUCAR MANUELI   	1	2600	13/04/2025							
CAFE SELLO ROJ   	1	1750	13/04/2025							
CAFE SELLO ROJ   	1	1750	13/04/2025							
HUEVO A BOLSA    	1	2450	13/04/2025							
HUEVO A BOLSA    	1	2450	13/04/2025							
AGUA PURA CON    	1	3500	13/04/2025							
AGUA CRISTAL 1   	1	1800	13/04/2025							
COCA COLA 1.5    	1	5700	13/04/2025							
QUESO D.CREMA    	1	7450	13/04/2025							
CAPPUCCINO COL   	1	7900	13/04/2025							
COLCAFE GRANUL   	1	8750	13/04/2025							
CEREAL  FLIPS    	1	4800	13/04/2025							
CEREAL FLIPS D   	1	4800	13/04/2025							
GALLETA CHIPS    	1	8350	13/04/2025							
BOLSA PARA EMP   	1	300	13/04/2025							
JUGO DEL VALLE   	1	5500	13/04/2025							
HUEVO A BOLSA    	1	2450	13/04/2025							
RANCHERA X 3 U   	1	4200	13/04/2025							
BRETA?A PET 1.   	1	4000	13/04/2025							
HUEVO EXTRA UN   	3	600	13/04/2025							
QUATRO PET 3 L   	1	6300	13/04/2025							
MAQUINA DRAZOR   	2	1000	13/04/2025							
GALLETA WAFER    	1	3200	14/04/2025							
AROMATEL FLORA   	1	2900	14/04/2025							
LIMPIDO X 1000   	1	3950	14/04/2025							
VELADORA BELLA   	1	2600	14/04/2025							
DETER 3D MULTI   	1	7550	14/04/2025							
ARROZ DO?A PEP   	1	6000	14/04/2025							
ARROZ DO?A PEP   	1	18000	14/04/2025							
CREMA DE CAFE    	1	33850	14/04/2025							
CREMA DE CAFE    	1	33850	14/04/2025							
NECTAR CALIFOR   	1	5900	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
ACEITE SOLISOY   	1	21350	14/04/2025							
TRICOMPLETO EL   	1	1950	14/04/2025							
NATUCHIPS VERD   	1	6800	14/04/2025							
SCHWEPPES SODA   	1	4500	14/04/2025							
PILA DURACELL    	1	5800	14/04/2025							
PILA DURACELL    	1	5800	14/04/2025		VENTA REAL:		$ 1.662.350,00			
PASTA RIOKA MA   	1	1500	14/04/2025							
HARINA AREPASA   	1	2200	14/04/2025							
PASTA RIOKA MA   	1	1500	14/04/2025							
LENTEJA COORAT   	1	4100	14/04/2025							
ARROZ CEREARRO   	1	1900	14/04/2025							
PANELA TOTUMAL   	1	2300	14/04/2025							
ACEITE SOLISOY   	1	2300	14/04/2025							
MAIZ ROCOL COO   	1	1700	14/04/2025							
AGUILA LATA 35   	1	17900	14/04/2025							
ARROZ 10 ROA X   	1	5900	14/04/2025							
LONJA DE BOCAD   	1	2600	14/04/2025							
DULCE AMERICAN   	1	6300	14/04/2025							
DULCES FRUTICA   	1	4500	14/04/2025							
HARINA DE TRIG   	1	2100	14/04/2025							
DETER ARIEL RE   	1	5500	14/04/2025							
AGUILA LATA 35   	1	17900	14/04/2025							
VASO TAMI 7 ON   	1	2700	14/04/2025							
PLATOS DARNEL    	1	2000	14/04/2025							
VINAGRE COORA    	1	1950	14/04/2025							
LIBERALES X 6    	1	5850	14/04/2025							
COCA COLA 1.5    	1	5700	14/04/2025							
AGUARDIENTE NE   	1	18900	14/04/2025							
AGUARDIENTE NE   	1	18900	14/04/2025							
LUCKY STRIKE A   	1	6400	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	4	1700	14/04/2025							
SPARKIES LINEA   	1	200	14/04/2025							
COCA COLA 250    	1	1750	14/04/2025							
VASO ALOHA KOL   	1	4000	14/04/2025							
CHOCOCONO        	1	2900	14/04/2025							
HELADO CHOCOLI   	1	2000	14/04/2025							
HELADO CASERO    	1	2000	14/04/2025							
HELADO CASERO    	1	2000	14/04/2025							
HELADO CASERO    	1	2000	14/04/2025							
HELADO CASERO    	1	2000	14/04/2025							
HELADO CASERO    	1	2000	14/04/2025							
HELADO CASERO    	1	2900	14/04/2025							
PALO LOCO        	1	3000	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
GATORADE MANDA   	1	3750	14/04/2025							
PH FAMILIA MEG   	1	2200	14/04/2025							
JAMON PIETRAN    	1	5500	14/04/2025							
COCA COLA 1.5    	1	5700	14/04/2025							
FIDEOS DORIA X   	1	2300	14/04/2025							
PA?AL WINNY ET   	1	18050	14/04/2025							
ALIMENTO LACTE   	1	3100	14/04/2025							
KUMIS ALPINA B   	1	8550	14/04/2025							
AXION DISCO X    	1	1700	14/04/2025							
RED BULL x 250   	1	6400	14/04/2025							
ARENA GATOS KI   	1	19250	14/04/2025							
CHUNKY GATOS S   	1	23700	14/04/2025							
CIGARRILLO L&M   	1	4300	14/04/2025							
LECHE COORA EN   	1	4600	14/04/2025							
AZUCAR MANUELI   	1	5250	14/04/2025							
LECHE COORA DE   	1	4850	14/04/2025							
AGUA H2OH 1.5    	1	4000	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
AROMATICA PANE   	1	3900	14/04/2025							
COLOMBIANA PET   	1	4000	14/04/2025							
PILA KODAK AAA   	1	4900	14/04/2025							
CREMA MAGGI GO   	1	3650	14/04/2025							
PONQUE RAMO TR   	1	5700	14/04/2025							
CANADA DRY PET   	1	4800	14/04/2025							
MAIZENA FECULA   	1	3650	14/04/2025							
PEPSI PET 2.5    	1	5000	14/04/2025							
CHOKIS*          	1	1600	14/04/2025							
CHOCOLATINA JE   	1	900	14/04/2025							
BIG COLA PACA    	1	13850	14/04/2025							
BIG COLA PACA    	1	13850	14/04/2025							
AGUA CIELO 620   	1	19050	14/04/2025							
PAN TAJADO MAN   	1	5100	14/04/2025							
CHIDOS SABOR C   	1	2000	14/04/2025							
FRIJOL NIMA LI   	1	5100	14/04/2025							
HUEVO AA X 30    	1	14750	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
AGUA CRISTAL 6   	5	3800	14/04/2025							
TRAPERO COORA    	1	9350	14/04/2025							
GUANTE COORATI   	1	5450	14/04/2025							
GUANTE COORATI   	1	5450	14/04/2025							
GUANTE COORATI   	1	5450	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
PAN BIMBO VITA   	1	9200	14/04/2025							
MOGOLLA NEGRA    	1	7500	14/04/2025							
PASTA DE TOMAT   	1	6100	14/04/2025							
SARDINA SOBERA   	1	4350	14/04/2025							
SARDINA SOBERA   	1	4350	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
ESTUCHE ENCANT   	1	9800	14/04/2025							
CHOCOLATE FERR   	1	24500	14/04/2025							
HELADO ARTESAN   	1	2900	14/04/2025							
PALETA POLET F   	1	5000	14/04/2025							
CHOCOLATINA HE   	1	4000	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
SOPA AJINOMEN    	1	3000	14/04/2025							
SOPA AJINOMEN    	1	2950	14/04/2025							
SUNTEA MANDARI   	1	1300	14/04/2025							
SUNTEA MANDARI   	1	1300	14/04/2025							
SUNTEA LIMON X   	1	1300	14/04/2025							
SUNTEA LIMON X   	1	1300	14/04/2025							
SUNTEA FRUTOS    	1	1300	14/04/2025							
SUNTEA FRUTOS    	1	1300	14/04/2025							
SUNTEA DURAZNO   	1	1300	14/04/2025							
SUNTEA DURAZNO   	1	1300	14/04/2025							
SUNTEA LIMON/M   	1	1300	14/04/2025							
SUNTEA LIMON/M   	1	1300	14/04/2025							
SUNTEA FUSION    	1	1300	14/04/2025							
SUNTEA FUSION    	1	1300	14/04/2025							
CHOCOCONO        	1	2900	14/04/2025							
COCA COLA 2 LT   	1	5500	14/04/2025							
CEBADA PERLADA   	1	2850	14/04/2025							
COCA COLA 1.5    	1	5700	14/04/2025							
ESPONJA ORO PL   	1	1600	14/04/2025							
LAVALOZA LA JO   	1	3300	14/04/2025							
AGUA PURA CON    	1	3500	14/04/2025							
BROWNIE MR. BR   	1	3000	14/04/2025							
COCA COLA 400    	1	2500	14/04/2025							
PLATILLO V/PAS   	1	3000	14/04/2025							
HELADO CHOCOLI   	3	2000	14/04/2025							
CERVEZA COSTE?   	1	2600	14/04/2025							
VASO ALOHA KOL   	1	4000	14/04/2025							
HELADO ARTESAN   	1	2900	14/04/2025							
ARROZ CASANARE   	1	4700	14/04/2025							
GALLETA DUCALE   	1	8300	14/04/2025							
SH PANTENE BAM   	1	13850	14/04/2025							
JAMON POLLO PI   	1	14700	14/04/2025							
JAMON POLLO PI   	1	14700	14/04/2025							
SPARKIES LINEA   	1	200	14/04/2025							
CHICLETS CUBO    	1	16650	14/04/2025							
MENTA CLASICA    	1	7750	14/04/2025							
GALLETA CLUB S   	1	6500	14/04/2025							
DORITOS DINAMI   	1	2700	14/04/2025							
SEVEN UP H2Oh!   	1	2600	14/04/2025							
CAFE MOLIDO LU   	1	14250	14/04/2025							
CAFE SELLO ROJ   	1	15800	14/04/2025							
CHOCOLATINA JU   	1	1100	14/04/2025							
PAPA SUPER RIC   	1	7450	14/04/2025							
CHOCOLATINA JU   	1	3100	14/04/2025							
ESENCIA LEVAPA   	1	4750	14/04/2025							
UVA PASA SUDES   	1	1200	14/04/2025							
UVA PASA SUDES   	1	2400	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
AGUILA LATA 35   	1	17900	14/04/2025							
DURAZNO COORAT   	1	9400	14/04/2025							
AGUA BRISA PET   	1	1500	14/04/2025							
SPRITE X 400 M   	1	2500	14/04/2025							
CIGARRILLO L&M   	1	4300	14/04/2025							
SEVEN H2O LIMO   	1	2600	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
TODO RICO CRIO   	1	2800	14/04/2025							
MANI LA ESPECI   	1	5400	14/04/2025							
BETUN CHERRY #   	1	2500	14/04/2025							
ACEITE SOLISOY   	1	3950	14/04/2025							
SPAGUETTI LA M   	1	3950	14/04/2025							
SALCHICHA MANG   	1	3200	14/04/2025							
DETODITO MIX X   	1	3000	14/04/2025							
TAJADITAS SUPE   	1	2200	14/04/2025							
ACQUA P FRUTOS   	1	3000	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
ANIS PURO PEPA   	1	2300	14/04/2025							
MAIZ PIRA COOR   	1	2950	14/04/2025							
LECHE COORA DE   	1	4850	14/04/2025							
PAPA SUPER RIC   	1	2000	14/04/2025							
BOCADILLO COMB   	1	1000	14/04/2025							
ROTHMANS BLANC   	1	4200	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
ROTHMANS BLANC   	1	4200	14/04/2025							
CAFE AGUILA RO   	1	14100	14/04/2025							
GALLETA FESTIV   	1	12900	14/04/2025							
BINCHI CHOCO B   	1	7750	14/04/2025							
UVA PASA SUDES   	1	1200	14/04/2025							
PANELA PASTILL   	1	2750	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
PALETA COMBINA   	1	1700	14/04/2025							
AGUA H2OH 1.5    	1	4000	14/04/2025							
AZUCAR RIOPAIL   	1	2800	14/04/2025							
CAFE SELLO ROJ   	1	1750	14/04/2025							
BOLIQUESO X 34   	1	1700	14/04/2025							
DETODITO MIX X   	1	3000	14/04/2025							
SOPA AJINOMEN    	1	3000	14/04/2025							
BOLIQUESO X 34   	1	1700	14/04/2025							
DORITOS X 34 G   	1	2000	14/04/2025							
BURBUJA DE CHO   	1	9950	14/04/2025							
DULCE BIANCHI    	1	7750	14/04/2025							
ATUN DON SANCH   	1	5400	14/04/2025							
ATUN DON SANCH   	1	5400	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
POPETAS MIX CA   	1	2100	14/04/2025							
POPETAS MIX CA   	1	2100	14/04/2025							
QUESO BLANCO X   	1	4100	14/04/2025							
PASTA CABELL D   	1	1600	14/04/2025							
ATUN COORA LOM   	1	6150	14/04/2025							
ATUN DON BETO    	1	4450	14/04/2025							
ATUN DON BETO    	1	4450	14/04/2025							
ATUN COORA LOM   	1	6150	14/04/2025							
BOLSA LIBRA TR   	1	1900	14/04/2025							
COCA COLA 1.5    	1	5700	14/04/2025							
ATUN VAN CAMPS   	1	8000	14/04/2025							
AGUA PURA CON    	1	3500	14/04/2025							
LECHE COORA DE   	1	28550	14/04/2025							
GOLOCHIPS        	1	1250	14/04/2025							
GOLOCHIPS        	1	1250	14/04/2025							
CAFE TOSTAO X    	1	15150	14/04/2025							
CHOCOLATE KAVI   	1	5950	14/04/2025							
PROTECTORES NO   	1	9750	14/04/2025							
LUKER AMARGO C   	1	9500	14/04/2025							
CALDO RICOSTIL   	1	5400	14/04/2025							
AGUA BRISA MAN   	1	1300	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
JABON JYJ  ALO   	1	3600	14/04/2025							
MAQUINA PRESTO   	1	4600	14/04/2025							
CLUB COLOMBIA    	1	17950	14/04/2025							
TUBITO LECHE C   	1	3000	14/04/2025							
TUBITO LECHE C   	1	3000	14/04/2025							
QUESO BLANCO X   	1	4100	14/04/2025							
HARINA PAN BLA   	1	4100	14/04/2025							
CAFE SELLO ROJ   	1	8400	14/04/2025							
DULCE LOKI?O S   	1	8300	14/04/2025							
LECHE COORA EN   	1	4600	14/04/2025							
PAPA MARGARITA   	1	2200	14/04/2025							
PAPA MARGARITA   	1	2200	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
QUESO D. CREMA   	1	3900	14/04/2025							
SALSA DE TOMAT   	1	2100	14/04/2025							
PAN HAMBURGUES   	1	3800	14/04/2025							
PANELITA DE LE   	1	6550	14/04/2025							
PANELITA DE LE   	1	6550	14/04/2025							
PANELITA DE LE   	1	1000	14/04/2025							
GALLETA SALTIN   	1	1950	14/04/2025							
KOLA ROMAN X 4   	1	2500	14/04/2025							
ARROZ COORATIE   	1	4300	14/04/2025							
JABON PROTEX H   	1	3850	14/04/2025							
GUANTE COORA D   	1	3500	14/04/2025							
PAPA MARGARITA   	1	2200	14/04/2025							
PAPA MARGARITA   	1	2200	14/04/2025							
BOLIQUESO X 34   	1	1700	14/04/2025							
SUNTEA DURAZNO   	1	1300	14/04/2025							
ARROZ DIANA LI   	1	2350	14/04/2025							
ACEITE SOLISOY   	1	2300	14/04/2025							
VELADORA BELLA   	1	2600	14/04/2025							
HIT PET 1.5 SU   	1	5050	14/04/2025							
ARENA GATO CAT   	1	23650	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
BETUN CHERRY A   	1	11550	14/04/2025							
ATUN LOMO AL L   	1	6800	14/04/2025							
HUEVO A BOLSA    	2	2450	14/04/2025							
AVENA DON PANC   	1	2250	14/04/2025							
AZUCAR MANUELI   	1	2600	14/04/2025							
ARROZ FLOR HUI   	1	2300	14/04/2025							
ACEITE SOLISOY   	1	2300	14/04/2025							
ACEITE SOLISOY   	1	2300	14/04/2025							
VASO 5 ONZAS T   	1	2200	14/04/2025							
VASO 5 ONZAS T   	1	2250	14/04/2025							
VASO 5 ONZAS T   	1	2250	14/04/2025							
VASO 5 ONZAS T   	1	2250	14/04/2025			TOTAL VENTA REAL		$ 3.751.250,38		
AZUCAR MANUELI   	1	2600	14/04/2025							
AZUCAR MANUELI   	1	2600	14/04/2025							
AZUCAR MANUELI   	1	2600	14/04/2025							
AZUCAR MANUELI   	1	2600	14/04/2025							
CAFE AGUILA RO   	1	9300	14/04/2025							
CAFE AGUILA RO   	1	17300	14/04/2025							
CAFE AGUILA RO   	1	17300	14/04/2025							
MEZCLADORES TI   	1	1250	14/04/2025							
MUSTANG AZUL P   	1	10900	14/04/2025							
LUCKY STRIKE A   	1	6400	14/04/2025							
LUCKY DAIRIQUI   	1	6400	14/04/2025							
LECHE COORA EN   	1	20400	14/04/2025							
KELLOGGS CHOCO   	1	1950	14/04/2025							
BROWNIE MAMA -   	1	3250	14/04/2025							
PEPSI PET 2.5    	1	5000	14/04/2025							
AGUA BRISA PET   	1	1500	14/04/2025							
BRETA?A NO RET   	1	2500	14/04/2025							
AZUCAR RIOPAIL   	1	2800	14/04/2025							
HUEVO AA X 30    	1	14750	14/04/2025							
TE HATSU X 200   	1	9150	14/04/2025							
PAPA MARGARITA   	1	2200	14/04/2025							
BURBUJET CRUJI   	1	3500	14/04/2025							
CREMA LAVA LOZ   	1	5950	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
HUEVO EXTRA UN   	2	600	14/04/2025							
GALLETA SALTIN   	1	1950	14/04/2025							
PANELA PASTILL   	1	2750	14/04/2025							
PANELADA CON S   	1	1300	14/04/2025							
AROS FRUTALES    	1	4900	14/04/2025							
AGUA SAVILOE X   	1	3100	14/04/2025							
CHOCOLATE GIRO   	1	9100	14/04/2025							
GELATINA FRUTI   	1	1750	14/04/2025							
AZUCAR MANUELI   	1	2600	14/04/2025							
AREPAS CON QUE   	1	3900	14/04/2025							
MARGARINA LA P   	1	1850	14/04/2025							
NECTAR FRUTTO    	1	2400	14/04/2025							
LECHE COORA EN   	1	3450	14/04/2025							
LECHE COORA EN   	1	3450	14/04/2025							
PONQUE SUBMARI   	1	1350	14/04/2025							
SALCHICHON CER   	1	2500	14/04/2025							
RANCHERA 5 PAC   	1	5900	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
BOLSA FAMILIAR   	1	4950	14/04/2025							
SPARKIES LINEA   	1	200	14/04/2025							
CAFE SELLO ROJ   	1	5850	14/04/2025							
LECHE COORA EN   	1	3450	14/04/2025							
AZUCAR RIOPAIL   	1	5300	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
COLOR EL REY C   	1	1200	14/04/2025							
AGUARDIENTE NE   	1	18450	14/04/2025							
PAN PERRO X 6    	1	4000	14/04/2025							
PROTECTOR CARE   	1	2000	14/04/2025							
CHOCOLATINA SU   	1	2200	14/04/2025							
TROCITOS DE BO   	1	5300	14/04/2025							
COLOMBIANA PET   	1	4000	14/04/2025							
YOGO CEREAL FR   	1	2350	14/04/2025							
MORTADELA X 25   	1	5450	14/04/2025							
AREPA PETOS TE   	1	3800	14/04/2025							
LECHE ALQUERIA   	1	6850	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
PAN BIMBO VITA   	1	9200	14/04/2025							
AREPA PAISA AM   	1	3350	14/04/2025							
AREPAS CON QUE   	1	3900	14/04/2025							
LECHE COORA DE   	1	28550	14/04/2025							
HUEVO EXTRA X    	1	16700	14/04/2025							
HUEVO X 15 UND   	1	8400	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
VELADORA BELLA   	1	2600	14/04/2025							
TH KOTEX NORMA   	1	6450	14/04/2025							
MORENITAS NEST   	1	1250	14/04/2025							
JUGO DEL VALLE   	1	5500	14/04/2025							
GALLETA SALTIN   	1	5950	14/04/2025							
VELON BELLA LU   	1	23800	14/04/2025							
LECHE COORA DE   	1	4850	14/04/2025							
LECHE COORA DE   	1	4850	14/04/2025							
AGUA PURA CON    	1	3500	14/04/2025							
MARGARINA LA F   	1	2400	14/04/2025							
BICARBONATO EL   	1	750	14/04/2025							
HUEVO X 15 UND   	1	8400	14/04/2025							
NECTAR PULP SU   	1	2200	14/04/2025							
SERVILLETAS NU   	1	2450	14/04/2025							
VASO 5 ONZAS T   	1	2250	14/04/2025							
GALLETA RELLEN   	1	5300	14/04/2025							
HELADO ARTESAN   	1	2900	14/04/2025							
MARGARINA CAMP   	1	3600	14/04/2025							
ATUN COORA LOM   	1	6150	14/04/2025							
AGUA BRISA PET   	1	1500	14/04/2025							
DORITOS X 34 G   	1	2000	14/04/2025							
CHOCOLATINA JU   	1	5600	14/04/2025							
NATUCHIPS VERD   	2	6800	14/04/2025							
HUEVO EXTRA UN   	1	600	14/04/2025							
HUEVO EXTRA UN   	1	600	14/04/2025							
HUEVO EXTRA UN   	1	600	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
HUEVO AA X 30    	1	14750	14/04/2025							
QUATRO X 400     	1	2500	14/04/2025							
TH NOSOTRAS IN   	1	6100	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
BOLSA PARA EMP   	1	300	14/04/2025							
REFRESCO BOKA    	1	850	14/04/2025							
CREMA COLGATE    	1	3900	14/04/2025							
HUEVO X 15 UND   	1	8400	14/04/2025							
ATUN DON BETO    	2	4450	14/04/2025							
DEDITOS NESTLE   	1	1250	14/04/2025							
CIGARRILLO L&M   	1	4300	14/04/2025							
ASPIRINA EFERV   	2	2400	14/04/2025							
DESOD SPEED ST   	1	1250	14/04/2025							
DESOD REXONA C   	1	1100	14/04/2025							
DESOD REXONA C   	1	1100	14/04/2025							
SCHWEPPES GING   	1	5500	14/04/2025							
HUEVO A BOLSA    	1	2450	14/04/2025							
COCA COLA 2 LT   	1	5500	14/04/2025							
SPEED MAX LITR   	1	3500	14/04/2025							
LECHE COORA DE   	1	28550	15/04/2025							
GASEOSA COLOMB   	1	5000	15/04/2025							
LECHE DO?A LEC   	1	2200	15/04/2025							
CALADO GUADALU   	1	7500	15/04/2025							
PH FAMILIA EXP   	1	9900	15/04/2025							
DETER  ESSENCI   	1	5100	15/04/2025							
BOLSA PARA EMP   	1	300	15/04/2025							
SALCHICHA BIG    	1	2150	15/04/2025							
HUEVO A BOLSA    	1	2450	15/04/2025							
SPAGUETTI SAN    	1	5500	15/04/2025							
CREMA COLGATE    	1	3900	15/04/2025							
LECHE COORA EN   	1	3450	15/04/2025							
PH ROSAL G X 2   	1	1400	15/04/2025							
SALCHICHA MANG   	1	3200	15/04/2025							
ALIMENTO LACTE   	1	3100	15/04/2025							
CREMA COLGATE    	1	3900	15/04/2025							
MAIZ TIERNO SA   	1	6950	15/04/2025							
LUKER AMARGO C   	1	9500	15/04/2025							
LECHE DO?A LEC   	1	2200	15/04/2025							
HUEVO X 15 UND   	1	8400	15/04/2025							
AGUARDIENTE NE   	1	11450	15/04/2025							
COLADA MAIZENA   	1	1700	15/04/2025							
KUMIS ALPINA V   	1	2700	15/04/2025							
MOGOLLA 3 CERE   	1	5000	15/04/2025							
TOSTADAS INTEG   	1	7250	15/04/2025							
CANELA ASTILLA   	1	6000	15/04/2025							
JABON DADO TAZ   	1	3350	15/04/2025							
ALCOHOL X 700    	1	8200	15/04/2025							
CHOCOLATINA JE   	1	2200	15/04/2025							
JUGO DEL VALLE   	1	5500	15/04/2025							
AREPAS CON QUE   	1	3900	15/04/2025							
AXION LIQUIDO    	1	13450	15/04/2025							
