descripcion	canntidad	valor	fecha							
MEZCLADORES TI   	1	1250	29/04/2025							
LUCKY GIN X 10   	1	6400	29/04/2025							
ROTHMSANS GRIS   	1	10900	29/04/2025							
MUSTANG AZUL P   	1	10900	29/04/2025							
LECHE COORA EN   	1	3450	29/04/2025							
AZUCAR MANUELI   	1	2600	29/04/2025							
GEL EGO ATRACT   	1	3300	29/04/2025							
SH PANTENE RES   	1	1000	29/04/2025							
LECHE COORA DE   	1	4700	29/04/2025							
LECHE COORA DE   	1	4700	29/04/2025							
AVENA HOJUELAS   	1	6750	29/04/2025							
MARGARINA LA F   	1	2350	29/04/2025							
CHORIZO RICA X   	1	5600	29/04/2025							
CHORIZO RICA X   	1	5600	29/04/2025							
SALCHICHON CER   	1	13600	29/04/2025							
PANELA PASTILL   	1	5400	29/04/2025							
QUESO D.CREMA    	1	7450	29/04/2025							
MORTADELA TRAD   	1	6750	29/04/2025							
AREPA PAISA OB   	1	2300	29/04/2025							
AREPA PAISA OB   	1	2300	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
VASO 5 ONZAS T   	1	2200	29/04/2025							
AROMATICA PANE   	1	3800	29/04/2025							
GALLETA WAFERS   	1	3400	29/04/2025							
BARRA TOSH LYN   	1	9000	29/04/2025							
LECHE COORA DE   	1	4700	29/04/2025							
AGUA CRISTAL 6   	1	3800	29/04/2025							
COCADA SANTAND   	1	700	29/04/2025							
FIDEOS LA NIEV   	1	1300	29/04/2025							
CAFE LUKAFE IN   	1	5000	29/04/2025							
ROTHMANS BLANC   	1	4200	29/04/2025							
MOGOLLA INTEGR   	1	3500	29/04/2025							
COCA COLA 250    	2	1750	29/04/2025							
POPETAS DULCE    	1	2100	29/04/2025							
PAPA SUPER RIC   	1	6800	29/04/2025							
LECHE COORA EN   	1	3450	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
BOCADILLO COMB   	2	1000	29/04/2025							
MAYONESA FRUCO   	1	2350	29/04/2025							
PAN TAJADO GUA   	1	7000	29/04/2025							
PEDIGREE POUCH   	1	3300	29/04/2025							
ARROZ DIANA LI   	1	2350	29/04/2025							
PAPA ONDULADAS   	1	6400	29/04/2025							
LIBERALES X 6    	1	5850	29/04/2025							
CHOCOCONO        	1	2900	29/04/2025							
SALCHICHON AHU   	1	8200	29/04/2025							
ARROZ DIANA LI   	1	2350	29/04/2025							
SALSA DE TOMAT   	1	1600	30/04/2025							
SALSA CON MOST   	1	1700	30/04/2025							
SALCHICHA IDEA   	1	13400	30/04/2025							
SAL MI SAL X 1   	1	2000	30/04/2025							
AGUA CRISTAL C   	1	1500	30/04/2025			VENTA TOTAL DIA 30 DE ABRIL			3358550	
CHOCOCONO + FL   	1	3200	30/04/2025							
PANELA PASTILL   	1	2700	30/04/2025							
CAFE MOLIDO LU   	1	14250	30/04/2025							
CAFE MOLIDO LU   	1	14250	30/04/2025							
TH NOSOTRAS EX   	1	13550	30/04/2025							
PROTEC NOSOTRA   	1	3200	30/04/2025							
ACEITE CAMPO S   	1	19350	30/04/2025							
BIG COLA SURTI   	1	1400	30/04/2025							
AGUA PURA CON    	1	3300	30/04/2025							
COCA COLA 250    	1	1750	30/04/2025							
COCA COLA 250    	1	1750	30/04/2025							
HUEVO X 15 UND   	1	8550	30/04/2025							
LECHE ALQUERIA   	1	7200	30/04/2025							
LECHE ALQUERIA   	1	7200	30/04/2025							
CALDO RICOSTIL   	1	500	30/04/2025							
CALDO RICOSTIL   	1	500	30/04/2025							
CALDO RICOSTIL   	1	500	30/04/2025							
CALDO RICOSTIL   	1	500	30/04/2025							
CHICLE SUPER H   	1	1000	30/04/2025							
PAN INTEGRAL M   	1	6500	30/04/2025							
ARROZ ROA X 3    	1	13500	30/04/2025							
RANCHERA X 3 U   	1	4200	30/04/2025							
ATUN VAN CAMPS   	1	6700	30/04/2025							
ATUN VAN CAMPS   	1	6700	30/04/2025							
HUEVO EXTRA X    	3	50850	30/04/2025							
CHOCOLATINA JE   	1	900	30/04/2025							
MARLBORO PAQUE   	1	11900	30/04/2025							
PONY MALTA LIT   	1	4100	30/04/2025							
CHOCOLATINA JU   	1	1100	30/04/2025							
CHOCOLATINA JE   	1	900	30/04/2025							
DETER ARIEL RE   	1	10350	30/04/2025							
ALCOHOL INDUST   	1	7900	30/04/2025							
DETODITO MIX X   	1	3000	30/04/2025							
CHOCORAMO        	1	2250	30/04/2025							
SALSA TOMATE C   	1	3500	30/04/2025							
CAFE SELLO ROJ   	1	8400	30/04/2025							
PANELA TOTUMAL   	1	4500	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
HUEVO A BOLSA    	1	2500	30/04/2025							
NUCITA UNIDAD    	1	700	30/04/2025							
TRATAMIENTO NU   	1	1500	30/04/2025							
SH DOVE CJN RE   	1	1100	30/04/2025							
MARGARINA PREF   	1	3350	30/04/2025							
TOSTADAS GUADA   	1	3400	30/04/2025							
PANELA PASTILL   	1	5400	30/04/2025							
TORTA DE VAINI   	1	23000	30/04/2025							
HUEVO EXTRA X    	1	16950	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
CREMA COLGATE    	1	3700	30/04/2025							
ARROZ DO?A PEP   	1	18000	30/04/2025							
ALPINITO  X 45   	1	1450	30/04/2025							
BRETA?A PET 1.   	1	4000	30/04/2025							
CHOCOLATINA JU   	1	1100	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
DET AS BICARBO   	1	4200	30/04/2025							
AZUCAR RIOPAIL   	1	2800	30/04/2025							
MOLDE LASAG?A    	1	5800	30/04/2025							
PROTECTORES KO   	1	14300	30/04/2025							
VASO BAR 3.3 O   	1	2450	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
LASAGNA DORIA    	1	5250	30/04/2025							
KABANO BAKANO    	1	2500	30/04/2025							
JABON REY X 30   	1	2800	30/04/2025							
JABON COCO P.    	1	6700	30/04/2025							
GATSY PESCADO    	1	6800	30/04/2025							
JABON REY X 30   	1	2800	30/04/2025							
CREMA COLGATE    	1	3700	30/04/2025							
AZUCAR MANUELI   	1	2600	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
SERVICIO DOMIC   	1	1000	30/04/2025							
CREMA DE LECHE   	1	5600	30/04/2025							
COCA COLA ZERO   	1	1300	30/04/2025							
DONA BIMBO REL   	1	3350	30/04/2025							
CONDIMENTO EL    	1	1350	30/04/2025							
SALSA DE TOMAT   	1	1600	30/04/2025							
CABELLO DE ANG   	1	2150	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
MR TEA 1.5 X 2   	1	8350	30/04/2025							
MARGARINA GUST   	1	3350	30/04/2025							
MARGARINA GUST   	1	3350	30/04/2025							
SOPA LA SOPERA   	1	1600	30/04/2025							
CHOCOLATINA JE   	1	900	30/04/2025							
CREMA LA SOPER   	1	1600	30/04/2025							
SOPERA CREMA M   	1	1600	30/04/2025							
CHOCOLATE LA E   	1	9800	30/04/2025							
HARINA DE TRIG   	1	2250	30/04/2025							
RIGATONI DORIA   	1	2300	30/04/2025							
RIGATONI DORIA   	1	2300	30/04/2025							
MACARRON CORTO   	1	2300	30/04/2025							
MARGARINA GUST   	1	1750	30/04/2025							
CREMA DE LECHE   	1	5300	30/04/2025							
QUESO PARMESAN   	1	11550	30/04/2025							
VASO 5 ONZAS T   	1	2200	30/04/2025							
MAQUINA SCHICK   	1	3100	30/04/2025							
MAQUINA SCHICK   	1	3100	30/04/2025							
JABON PROTEX L   	1	3850	30/04/2025							
GOMAS TRULULU    	1	2000	30/04/2025							
TALLARIN DORIA   	1	4200	30/04/2025							
FRIJOL CARAOTA   	1	4100	30/04/2025							
AREPA PAISA ME   	1	2400	30/04/2025							
AREPA PAISA ME   	1	2400	30/04/2025							
AREPA SANTANDE   	1	4900	30/04/2025							
AREPA SANTANDE   	1	4900	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
GALLETA CLUB S   	1	850	30/04/2025							
LECHE COORA EN   	2	50400	30/04/2025							
LECHE COORA EN   	1	25200	30/04/2025							
LECHE COORA EN   	1	25200	30/04/2025							
LECHE COORA EN   	1	25200	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
MIEL MOSTAZA X   	1	4800	30/04/2025							
AZUCAR MANUELI   	1	2600	30/04/2025							
HUEVO A BOLSA    	1	2500	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
SERVICIO DOMIC   	1	1000	30/04/2025							
CHOCOLATINA JU   	1	1100	30/04/2025							
TODO RICO CRIO   	1	2800	30/04/2025							
SOPA AJINOMEN    	1	3000	30/04/2025							
SOPA AJINOMEN    	1	3000	30/04/2025							
AZUCAR MANUELI   	1	2600	30/04/2025							
MOGOLLA TRICER   	1	6700	30/04/2025							
MONOCHIPS CHOC   	1	6950	30/04/2025							
CHUNKY ADULTO    	1	5100	30/04/2025							
PANELITA DE LE   	1	1000	30/04/2025							
PANELITA DE LE   	1	1000	30/04/2025							
HUEVO X 15 UND   	1	8550	30/04/2025							
CREMA DE AJIAC   	1	1600	30/04/2025							
CREMA LA SOPER   	1	1600	30/04/2025							
CREMA DE LECHE   	1	3050	30/04/2025							
LECHE COORA EN   	1	3450	30/04/2025							
FLAN FRESA X 6   	1	3900	30/04/2025							
FLAN FRESA X 6   	1	3900	30/04/2025							
ATUN VAN CAMPS   	1	6700	30/04/2025							
ATUN VAN CAMPS   	1	6700	30/04/2025							
HUEVO AA X 30    	2	31600	30/04/2025							
TAJADITAS SUPE   	1	2200	30/04/2025							
HUEVO EXTRA X    	1	16950	30/04/2025							
CURCUMA EL REY   	1	1950	30/04/2025							
SALSINA EL REY   	1	1850	30/04/2025							
CANELA ASTILLA   	1	2400	30/04/2025							
PASTA CABELLO    	1	2200	30/04/2025							
FIDEOS DORIA X   	1	2300	30/04/2025							
GALLETA SALTIN   	1	5950	30/04/2025							
RICAVENA DOY P   	1	4950	30/04/2025							
AREPA PAISA ME   	1	2400	30/04/2025							
QUESO D.CREMA    	1	7450	30/04/2025							
MILO POLVO BOL   	1	4000	30/04/2025							
SALCHICHA TRAD   	1	5300	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
COCA COLA LATA   	1	2400	30/04/2025							
ESPONJA METALI   	1	3250	30/04/2025							
ESPONJA METALI   	1	3250	30/04/2025							
ESPONJA METALI   	1	3250	30/04/2025							
DORITOS MEGAQU   	1	3800	30/04/2025							
CEREAL  FLIPS    	1	4800	30/04/2025							
PONY MALTA PET   	1	1350	30/04/2025							
DETER 3D LIQ M   	1	19650	30/04/2025							
HUEVO EXTRA UN   	5	600	30/04/2025							
AGUARDIENTE NE   	1	11950	30/04/2025							
FELIX LATA F.    	1	5100	30/04/2025							
FELIX CLASSIC    	1	3350	30/04/2025							
FELIX ATUN POU   	1	3350	30/04/2025							
VASOS 9 ONZ CA   	1	3950	30/04/2025							
CABANOS SURTID   	1	12950	30/04/2025							
MAQUINA SCHICK   	1	4400	30/04/2025							
ATUN DON BETO    	1	4200	30/04/2025							
BU?UELO COORAT   	1	2800	30/04/2025							
LECHE COORA DE   	1	4700	30/04/2025							
PEPSI PET 1.5    	1	4000	30/04/2025							
LECHE COORA DE   	1	4700	30/04/2025							
CHOCOLATINA M&   	1	4900	30/04/2025							
CHOCMELOS BOLS   	1	5600	30/04/2025							
NUCITA CREMA X   	1	4700	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
AROMATICA MANZ   	1	3650	30/04/2025							
CLAVO PEPA EL    	1	1500	30/04/2025							
LECHE COORA DE   	1	4700	30/04/2025							
PILA EVEREDY 3   	1	2500	30/04/2025							
CAFE LUKAFE X    	1	9800	30/04/2025							
HARINA PAN BLA   	1	3800	30/04/2025							
PAN HAMBURGUES   	1	3800	30/04/2025							
HUESO NATURAL    	1	2000	30/04/2025							
AGUA H2OH 1.5    	1	4000	30/04/2025							
AREQUIPE ALPIN   	1	13100	30/04/2025							
MAQUINA PRESTO   	1	3000	30/04/2025							
MARGARINA LA B   	1	2350	30/04/2025							
CEREAL CHOCO K   	1	21850	30/04/2025							
CHOCLITOS LIMO   	1	1600	30/04/2025							
FRUIT 250 ML G   	1	850	30/04/2025							
HUEVO X 15 UND   	1	8550	30/04/2025							
HARINA PAN INT   	1	2700	30/04/2025							
HARINA PAN INT   	1	2700	30/04/2025							
ARROZ DO?A PEP   	1	6000	30/04/2025							
CLAVO PEPA EL    	1	1500	30/04/2025							
DETER ARIEL RE   	1	5500	30/04/2025							
PAN BLANCO X 3   	1	4800	30/04/2025							
JAMON SANDUCHE   	1	4350	30/04/2025							
PONY MALTA LIT   	1	4100	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
PAN MANTEQUILL   	1	3850	30/04/2025							
CHEETOS TRISSI   	1	1600	30/04/2025							
CHOCORAMO        	1	2250	30/04/2025							
CHOCOLATINA JU   	1	2400	30/04/2025							
PONY MALTA PET   	1	2300	30/04/2025							
HIELO ARTICO X   	1	4500	30/04/2025							
PAN PERRO COMA   	1	4200	30/04/2025							
GASEOSA POSTOB   	1	12450	30/04/2025							
GALLETA WAFER    	1	9050	30/04/2025							
GALLETA WAFER    	1	9050	30/04/2025							
TOSTADAS INTEG   	1	3500	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
GOL BARRA X 28   	1	1400	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
LECHE COORA EN   	1	3450	30/04/2025							
LECHE COORA EN   	1	3450	30/04/2025							
ACEITE SOLISOY   	1	6750	30/04/2025							
PANELA PASTILL   	1	2700	30/04/2025							
MAZAMORRA LA G   	1	2600	30/04/2025							
YOGURT ALPINA    	1	5000	30/04/2025							
LECHE ALQUERIA   	1	5600	30/04/2025							
POLET CARAMELO   	1	6200	30/04/2025							
GASEOSA POSTOB   	1	3050	30/04/2025							
HUEVO EXTRA X    	1	16950	30/04/2025							
SALERO REFISAL   	1	1250	30/04/2025							
FRIJOL BOLA RO   	1	5650	30/04/2025							
MAIZ PARTIDO C   	1	1800	30/04/2025							
RANCHERA 5 PAC   	1	5900	30/04/2025							
AZUCAR MANUELI   	1	2600	30/04/2025							
AZUCAR MANUELI   	1	2600	30/04/2025							
VANISH QUITAMA   	1	2100	30/04/2025							
ROTHMANS BLANC   	1	4200	30/04/2025							
BETUN CHERRY #   	1	2500	30/04/2025							
CHAMPA?A ROSAD   	1	17200	30/04/2025							
PONQUE RAMO TR   	1	8300	30/04/2025							
PONQUE RAMO DE   	1	8300	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
ALCAPARRAS DCO   	1	4900	30/04/2025							
CREMA DE LECHE   	1	5100	30/04/2025							
CREMA DE LECHE   	1	5100	30/04/2025							
HUEVO A X 30 U   	1	14150	30/04/2025							
ARROZ ROA X 5    	1	22400	30/04/2025							
FRIJOL BOLA RO   	1	5650	30/04/2025							
CREMA COLGATE    	1	4800	30/04/2025							
LENTEJA COORAT   	1	8150	30/04/2025							
FRIJOL BOLA RO   	1	5650	30/04/2025							
ATUN VAN CAMPS   	1	16500	30/04/2025							
AZUCAR MANUELI   	1	5250	30/04/2025							
KOLA ROMAN 1.5   	1	4500	30/04/2025							
COMPOTA DE MAN   	1	3200	30/04/2025							
YOGURT GRIEGO    	1	5000	30/04/2025							
PANELITA DE LE   	1	1000	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
HUEVO EXTRA X    	1	16950	30/04/2025							
GALLETA NOEL Q   	1	5450	30/04/2025							
GALLETA SULTAN   	1	10300	30/04/2025							
TODO RICO B.Q    	1	2800	30/04/2025							
CAFE SELLO ROJ   	3	15800	30/04/2025							
HARINA PAN BLA   	1	3800	30/04/2025							
HARINA PAN BLA   	1	3800	30/04/2025							
MARGARINA LA P   	1	6900	30/04/2025							
YOGURT FINESSE   	1	3200	30/04/2025							
YOGURT FINESSE   	1	3200	30/04/2025							
GALLETA RITZ T   	1	1500	30/04/2025							
RON SANTA FE x   	1	14800	30/04/2025							
PEDIGREE POUCH   	1	3300	30/04/2025							
MACARRON CORTO   	1	2300	30/04/2025							
MACARRON CORTO   	1	2300	30/04/2025							
ATUN ACEITE GI   	1	5200	30/04/2025							
AGUA CRISTAL P   	1	14200	30/04/2025							
PEAK BEBIDA EN   	1	4000	30/04/2025							
SALCHICHON CER   	1	2500	30/04/2025							
SALCHICHON CER   	1	2500	30/04/2025							
GALLETA DANESA   	1	2200	30/04/2025							
GALLETA CAFECI   	1	3000	30/04/2025							
GALLETA CLUB S   	1	6600	30/04/2025							
DEDITO AREQUIP   	1	6000	30/04/2025							
PONQUE RAMO TR   	1	5700	30/04/2025							
GALLETA GLACIT   	1	6550	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
LAVALOZA LA JO   	1	2600	30/04/2025							
COCA COLA 3 LT   	1	48350	30/04/2025							
BIG COLA PACA    	1	14650	30/04/2025							
CHOCOLATE LA E   	1	9800	30/04/2025							
FABULOSO FLORA   	1	1950	30/04/2025							
FABULOSO FLORA   	1	1950	30/04/2025							
AGUARDIENTE NE   	1	18300	30/04/2025							
DEDITOS NESTLE   	1	1250	30/04/2025							
DEDITOS NESTLE   	1	1250	30/04/2025							
COCA COLA 1.5    	1	5700	30/04/2025							
COMPOTA S/J DO   	1	2650	30/04/2025							
COMPOTA S/J DO   	1	2650	30/04/2025							
QUESO PARMESAN   	1	4750	30/04/2025							
CREMA DE LECHE   	1	5100	30/04/2025							
AJO CHAPETA EL   	1	1300	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
MARGARINA LA P   	1	1850	30/04/2025							
HARINA AREPASA   	1	2200	30/04/2025							
MR TEA 1.5 X 2   	1	8350	30/04/2025							
GASEOSA POSTOB   	1	12450	30/04/2025							
CHEESETRIS FAM   	1	3000	30/04/2025							
DETER ARIEL RE   	1	5500	30/04/2025							
LECHE COORA EN   	1	3450	30/04/2025							
HARINA PAN BLA   	1	2400	30/04/2025							
NARANJA POSTOB   	1	4000	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
CONEJINA AGRIN   	1	3400	30/04/2025							
SALSA DE TOMAT   	1	1250	30/04/2025							
PAN PERRO COMA   	1	4200	30/04/2025							
HARINA PAN BLA   	1	3800	30/04/2025							
HARINA PAN BLA   	1	3800	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
ARROZ DIANA X    	1	22900	30/04/2025							
CHOCOLATE ZB C   	1	12150	30/04/2025							
ACEITE SOLISOY   	1	21200	30/04/2025							
LENTEJA COORAT   	1	4100	30/04/2025							
MAIZ PIRA COOR   	1	2950	30/04/2025							
MAIZ PIRA COOR   	1	2950	30/04/2025							
GARBANZO COORA   	1	9450	30/04/2025							
FRIJOL BOLA RO   	1	11400	30/04/2025							
ARVEJA VERDE S   	1	2600	30/04/2025							
LENTEJA COORAT   	1	8150	30/04/2025							
MAIZ PIRA COOR   	1	2950	30/04/2025							
GALLETA SALTIN   	1	8850	30/04/2025							
CABELLO ANGEL    	1	4200	30/04/2025							
SPAGHETTI DORI   	1	6850	30/04/2025							
CONCHAS DORIA    	1	2300	30/04/2025							
CONCHAS DORIA    	1	2300	30/04/2025							
LECHE DO?A LEC   	1	4200	30/04/2025							
NOSOTRAS EXTRA   	1	3300	30/04/2025							
CREMA POND'S H   	1	2000	30/04/2025							
CREMA POND'S H   	1	2000	30/04/2025							
TH NOSOTRAS IN   	1	6100	30/04/2025							
CREMA DENTAL O   	1	5000	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
DOVE ROLLON OR   	1	3600	30/04/2025							
POKER LATA X 3   	1	17100	30/04/2025							
POKER LATA X 3   	1	17100	30/04/2025							
JUGO DEL VALLE   	1	5500	30/04/2025							
COCA COLA 1.5    	1	5700	30/04/2025							
KABANO BAKANO    	1	2500	30/04/2025							
MAIZ PIRA COOR   	1	2950	30/04/2025							
CHEETOS TRISSI   	1	1600	30/04/2025							
CHEETOS TRISSI   	1	1600	30/04/2025							
SALCHICHON CER   	1	13600	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
JABON REXONA A   	1	3750	30/04/2025							
JABON REXONA A   	1	3750	30/04/2025							
JABON REXONA A   	1	3750	30/04/2025							
CHOCOLATINA KI   	1	6200	30/04/2025							
DEDITOS NESTLE   	1	1250	30/04/2025							
FELIX LATA F.    	1	5100	30/04/2025							
FELIX LATA PAT   	1	5300	30/04/2025							
FELIX LATA PAT   	1	5300	30/04/2025							
FABULOSO ENERG   	1	10750	30/04/2025							
BLANQUEADOR LI   	1	1950	30/04/2025							
FABULOSO A. CL   	1	1950	30/04/2025							
PA?O ABSORBENT   	1	2500	30/04/2025							
TH KOTEX NOCTU   	1	12800	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
CHOCOLATE ZB C   	1	12150	30/04/2025							
NESCAFE TRADIC   	1	15100	30/04/2025							
CAFE SELLO ROJ   	1	4950	30/04/2025							
PROTECTOR KOTE   	1	2000	30/04/2025							
PH SCOTT MAXI    	1	2300	30/04/2025							
AVENA HOJUELAS   	1	6750	30/04/2025							
PANELA PASTILL   	1	2700	30/04/2025							
JABON REY X 30   	1	2800	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
CHOCLITOS LIMO   	1	1600	30/04/2025							
COCA COLA 1.5    	1	5700	30/04/2025							
BOLIQUESO X 34   	1	1700	30/04/2025							
CRISPETAS RAMO   	1	2000	30/04/2025							
TE HATSUX 400    	1	4500	30/04/2025							
HERPO X 6 UND    	1	5500	30/04/2025							
ALMENDRA FRANC   	1	6600	30/04/2025							
CHOCOLATINA M&   	1	4900	30/04/2025							
CHOCOLATINA M&   	1	4900	30/04/2025							
MAIZ TIERNO ZE   	1	9600	30/04/2025							
ACEITE GOURMET   	1	19100	30/04/2025							
FRIJOL ANTIOQU   	1	8150	30/04/2025							
TE HATSU X 200   	1	9150	30/04/2025							
MAYONESA FRUCO   	1	2900	30/04/2025							
SPAGUETTI DORI   	1	2350	30/04/2025							
YOGURT ALPINA    	1	5100	30/04/2025							
YOGURT ALPINA    	1	9350	30/04/2025							
QUESO MOZZAREL   	1	11350	30/04/2025							
RANCHERA 5 PAC   	1	5900	30/04/2025							
COLADA MAIZENA   	1	1700	30/04/2025							
COLADA MAIZENA   	1	1700	30/04/2025							
CREMA DE LECHE   	1	5100	30/04/2025							
MANTEQUILLA CO   	1	7000	30/04/2025							
ALPINITO  X 45   	1	1450	30/04/2025							
ALPINITO  X 45   	1	1450	30/04/2025							
GANSITO SURTID   	1	9900	30/04/2025							
AREPA LA GIRAL   	1	3400	30/04/2025							
GALLETA CLUB S   	1	6600	30/04/2025							
GALLETA WAFER    	1	9000	30/04/2025							
CALADITOS MANT   	1	6100	30/04/2025							
PAN BIMBO ARTE   	1	8600	30/04/2025							
GUANTE COORA D   	1	3600	30/04/2025							
SERVILLETAS NU   	1	2450	30/04/2025							
PA?ITOS HUMEDO   	1	11100	30/04/2025							
GELATINA ALPIN   	1	2150	30/04/2025							
LECHE DESLACTO   	1	29550	30/04/2025							
HUEVO AA X 30    	1	15550	30/04/2025							
ATUN VAN CAMPS   	1	6700	30/04/2025							
VIVE 100 FRUTO   	1	2500	30/04/2025							
AROMATEL MANZA   	1	2900	30/04/2025							
DESENGR ZULLY    	1	4200	30/04/2025							
AXION LIMON X    	1	2550	30/04/2025							
CHOCOLATE LA E   	1	9800	30/04/2025							
PH FAMILIA MEG   	1	2200	30/04/2025							
CAFE AGUILA RO   	1	4900	30/04/2025							
PANELA PASTILL   	1	5400	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
GALLETA OREO S   	1	1000	30/04/2025							
PA?O ABRASIVO    	1	1000	30/04/2025							
LAVAPLATOS LA    	1	1100	30/04/2025							
CHOCOLATE SOL    	1	3600	30/04/2025							
AGUA PURA CON    	1	3300	30/04/2025							
ATUN DON SANCH   	1	2900	30/04/2025							
HARINA DE TRIG   	1	1700	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HUEVO EXTRA UN   	1	600	30/04/2025							
HARINA DE TRIG   	1	2800	30/04/2025							
HARINA DE TRIG   	1	2800	30/04/2025							
HUEVO A BOLSA    	1	2500	30/04/2025							
YOGO PREMIO MO   	1	3300	30/04/2025							
COLADA MAIZENA   	1	1700	30/04/2025							
PANELADA CON S   	1	1300	30/04/2025							
LECHE COORA DE   	1	4700	30/04/2025							
YOGO PREMIO MO   	1	3300	30/04/2025							
DONKAN AD CARN   	1	3600	30/04/2025							
BOLSA PARA EMP   	1	300	30/04/2025							
